chapter,heading,hs_code,code_format,description,duty_rate,efta,sg,usa
7,07.08,070490009999,07.04.90.00.99.99,".خضر ( غير مطبوخة أو مطبوخة بالبخار أو مسلوقة في الماء) مجمدة بطاطس- ) بازالء (بيسوم ساتيفوم) فاسيولوس، لوبيا وفاصوليا (من أنواع فيجينيا: خضر بقولية أخر فول طازج أو مبرد- - عدس طازج أو مبرد- - حمص طازج أو مبرد- - - ) كمأ (من نوع تيوبر- : غيرها- ) كمأ (فقع- - غيرها- - - - Leguminous vegetables, shelled or unshelled : A",5%,,,
7,07.08,070511000000,07.05.11.00.00.00,,5%,,,
7,07.08,070519000000,07.05.19.00.00.00,,5%,,,
7,07.08,070490000001,07.04.90.00.00.01,A A,5%,,,
7,07.08,070490000002,07.04.90.00.00.02,,5%,,,
7,07.08,070410000000,07.04.10.00.00.00,: خس) خس ملفوف (مكبب- غيرها- : هندباء- D B,5%,,,
7,07.08,070420000000,07.04.20.00.00.00,,5%,,,
7,07.04,070310110001,07.03.10.11.00.01,". طازجة أو مبردة،)خس (الكتوكا ساتيفا) وهندباء (من أنواع شيكوريام A A Lettuce (Lactuca sativa) and chicory (Cichorium spp.), fresh or chilled. - Lettuce: - - Cabbage lettuce (head lettuce) - - Other - Chicory: A",0%,,,
7,07.04,070310110002,07.03.10.11.00.02,,0%,,,
7,07.04,070310120000,07.03.10.12.00.00,,0%,,,
7,07.04,070310200000,07.03.10.20.00.00,,0%,,,
7,07.04,070320000000,07.03.20.00.00.00,,0%,,,
7,07.04,070390000000,07.03.90.00.00.00,,0%,,,
7,07.10,071010000000,07.10.10.00.00.00,,0%,,,
7,07.10,071021000000,07.10.21.00.00.00,: خضر بقولية مقشورة أو غير مقشورة) بازالء (بيسوم ساتيفوم- ) فاسيولوس، لوبياء وفاصوليا (من أنواع فيجنا- غيرها- -,0%,,,
7,07.10,071022000000,07.10.22.00.00.00,,0%,,,
7,07.10,071029000000,07.10.29.00.00.00,,0%,,,
7,07.10,071030000000,07.10.30.00.00.00,) سبانخ وسبانخ نيوزيلندي وسبانخ كبيرة األوراق (سبانخ الحدائق-,0%,,,
7,07.10,071040000000,07.10.40.00.00.00,ذرة حلوة خضر أخر مخاليط خضر-,0%,,,
7,07.10,071080000000,07.10.80.00.00.00,,0%,,,
7,07.10,071090000000,07.10.90.00.00.00,,0%,,,
7,07.11,071120000000,07.11.20.00.00.00,.خضر محفوظة مؤقتا ولكن غير صالحة بحالتها هذه لالستهالك المباشر زيتون خيار أو قثاء وخيار صغير محبب: فطر وكمأ فطر من جنس أجاريكوس- غيرها- مخاليط خضر، خضر أخر-,0%,,,
7,07.11,071140000000,07.11.40.00.00.00,,0%,,,
7,07.11,071151000000,07.11.51.00.00.00,,0%,,,
7,07.11,071159000000,07.11.59.00.00.00,,0%,,,
7,07.11,071190000000,07.11.90.00.00.00,,0%,,,
7,07.13,071310000000,07.13.10.00.00.00,"Dried vegetables, whole, cut, sliced, broken or in powder, but not further prepared. B A B بصل- - Onions - Mushrooms, wood ears (Auricularia spp.), jelly fungi (Tremella spp.) and truffles: B A B B A B B A B B A B B A B B A B B A B B A B A A B A A B A A D A A B A A D A A B ولكن غير، كاملة أو مقطعة أو مشرحة أو مكسرة أو مسحوقة،خضر مجففة .محضرة أكثر من ذلك - - Mushrooms of the genus Agaricus - - Wood ears (Auricularia spp.) - - Jelly fungi (Tremella spp.) -- Shiitake (Lentinus edodes) - - Other dried garlic powder other dried vegetables mixtures of vegetables Dried leguminous vegetables, shelled, whether or not skinned or split. - Peas (Pisum sativum) - Chickpeas (garbanzos) - Beans (Vigna spp., Phaseolus spp.): - - Beans of the species Vigna mungo (L.) Hepper or Vigna radiata (L.) Wilczek: - - - For sowing - - - For food - - Small red (Adzuki) beans (Phaseolus or Vigna angularis): - - - For sowing - - - For food - - Kidney beans, including white pea beans (Phaseolus vulgaris): - - - For sowing - - - For food - - Bambara beans (Vigna subterranea or Voandzeia subterranea): - - - For sowing - - - For food - - Cow peas (Vigna unguiculata): - - - For sowing - - - For food - - Other : - - - Other Beans for sowing - - - Other Beans for food - Lentils : Lentils for seeds Edible lentils A A D A A B A A D A A B A A B A A B A A B A A B A A B A A B A A B A A B A A B A A B A A B A A B - Broad beans (Vicia faba var. major) and horse beans (Vicia faba var. equina, Vicia faba var. minor) - Pigeon peas (Cajanus cajan) : Pigeon peas (Cajanus cajan) for seed Edible pigeon peas (Cajanus cajan) - Other: - - - Mung : Indian pea for seed Edible Indian pea - - - Other Manioc, arrowroot, salep, Jerusalem artichokes, sweet potatoes and similar roots and tubers with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets; sago pith. فطر من جنس آجاريكوس- ) فطر آذان الخشب (من أنواع أوريكوالريا- ) فطر هالمي (من أنواع ترميال- ) فطر (من نوع لنتينوس إيدودس- : غيرها- A B B A B A A B A A B A A B A A B B A B B A B - - - Other similar roots and tubers with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets ثوم مجفف مسحوق خضر اخر مجففة خليط خضر ) بازالء (بيسوم ساتيفوم) حمص (قاربانزوس: ) فاسيولوس، لوبياء و فاصوليا (من أنواع فيجنا- A A B B A B B A B B A A A A A B A A A A A",5%,,,
7,07.13,071320000000,07.13.20.00.00.00,,5%,,,
7,07.13,071331100000,07.13.31.10.00.00,:) ويلكزيكL( ) هيبر أو فيجنا رادياتاL( فاصوليا من نوع فيجنا مونجو- للبذار- - للطعام- - -,5%,,,
7,07.13,071331200000,07.13.31.20.00.00,,5%,,,
7,07.13,071332100000,07.13.32.10.00.00,:) فاصوليا حمراء صغيرة (ادزوكي) (فاسيولوس أو فيجنا انجوالريس- للبذار- - للطعام- - -,5%,,,
7,07.13,071332200000,07.13.32.20.00.00,,5%,,,
7,07.13,071333100000,07.13.33.10.00.00,) بما فيها الفاصوليا البيضاء (فاسيولوس فولجاريس، فاصوليا- للبذار- - للطعام- - -,5%,,,
7,07.13,071333200000,07.13.33.20.00.00,,5%,,,
7,07.13,071334100000,07.13.34.10.00.00,:) فاصوليا بامبارا (فيجنا سبتيراني أو فوندزيا سبتيراني- للبذار- - للطعام- - : ) لوبيا (فيجنا أنجويكيوالتا- للبذار- - للطعام- - : غيرها- غيرها من أنواع لوبياء أو فاصوليا االخر للبذار- - غيرها من أنواع لوبياء أو فاصوليا االخر للطعام- - : عدسعدس للبذار عدس للطعام .ماجور) وفول صغير الحبة (فيسيا فابا فار. فول عريض الحبة (فيسيا فابا فار) ماينور. فيسيا فابا فار، ايجوينا : ) بازالء هندية (كاجانوس كاجانبازالء هندية (كاجانوس كاجان) للبذار بازالء هندية (كاجانوس كاجان)للطعام : غيرها: ماش- - ماش للبذار ماش للطعام غيرها- - -,5%,,,
7,07.13,071334200000,07.13.34.20.00.00,,5%,,,
7,07.13,071335100000,07.13.35.10.00.00,,5%,,,
7,07.13,071335200000,07.13.35.20.00.00,,5%,,,
7,07.13,071339100000,07.13.39.10.00.00,,5%,,,
7,07.13,071339200000,07.13.39.20.00.00,,5%,,,
7,07.13,071340000001,07.13.40.00.00.01,,5%,,,
7,07.13,071340000002,07.13.40.00.00.02,,5%,,,
7,07.13,071350000000,07.13.50.00.00.00,,5%,,,
7,07.13,071360000001,07.13.60.00.00.01,,5%,,,
7,07.13,071360000002,07.13.60.00.00.02,,5%,,,
7,07.13,071390100001,07.13.90.10.00.01,,5%,,,
7,07.13,071390100002,07.13.90.10.00.02,,5%,,,
7,07.13,071390900000,07.13.90.90.00.00,,5%,,,
7,07.14,071410000000,07.14.10.00.00.00,منيهوط (مانيوق) واألراروت والسحلب و خرشوف القدس و بطاطا حلوه و جذور ، طازجة أو مبردة أو مجمدة أو مجففة،ودرنات مماثلة غنية بالنشأ أو االينولين .)وإن كانت بشكل شرائح أو كريات مكتلة ؛ لب النخيل الهندي (ساجو ) منيهوط (مانيوق) (كاسافا بطاطا حلوة) يام (من أنواع ديسكوريا) قلقاس (من أنواع كولكاسيا) يوتيتا (من أنواع اكسانثوسوما: غيرها سحلب- - قلقاس رومي- - طازجة أو مبردة أو، غيرها من جذور ودرنات مماثلة غنية بالنشأ أو االينولين- - وإن كانت بشكل شرائح أو كريات مكتلة،مجمدة أو مجففة,5%,,,
7,07.14,071420000000,07.14.20.00.00.00,,5%,,,
7,07.14,071430000000,07.14.30.00.00.00,,5%,,,
7,07.14,071440000000,07.14.40.00.00.00,,5%,,,
7,07.14,071450000000,07.14.50.00.00.00,,5%,,,
7,07.14,071490100000,07.14.90.10.00.00,,5%,,,
7,07.14,071490200000,07.14.90.20.00.00,,5%,,,
7,07.14,071490900000,07.14.90.90.00.00,,5%,,,
8,07.14,071290000001,07.12.90.00.00.01,"الفصل الثامن Edible fruit and nuts; peel of citrus fruit or melons فواكه وأثمار صالحة لألكل ؛ قشور حمضيات وقشور بطيخ أو شمام 2.- Chilled fruits and nuts are to be classified in the same headings as the 3.- Dried fruit or dried nuts of this Chapter may be partially rehydrated, or treated for the following purposes :",5%,,,
8,07.14,071290000002,07.12.90.00.00.02,,5%,,,
8,07.14,071290000003,07.12.90.00.00.03,,5%,,,
8,07.14,071231000000,07.12.31.00.00.00,. وإن كانت منزوعة الغاللة أو مفلوقة، مقشورة،خضر بقولية مجففة :مالحظـات . ال يشمل هذا الفصل الفواكه والثمار غير الصالحة لألكل-1 Notes. I.- This Chapter does not cover inedible nuts or fruits.,5%,,,
8,07.14,071232000000,07.12.32.00.00.00,,5%,,,
8,07.14,071233000000,07.12.33.00.00.00,,5%,,,
8,07.14,071234000000,07.12.34.00.00.00,,5%,,,
8,07.14,071239000000,07.12.39.00.00.00,,5%,,,
8,07.14,071220000000,07.12.20.00.00.00,: خضر أخر؛ مخاليط خضر- - Manioc (cassava) - Sweet potatoes - Yams (Dioscorea spp.) - Taro (Colocasia spp.) - Yautia (Xanthosoma spp.) - Other: - - - Salep - - - Jerusalem artichokes A,5%,,,
8,08.01,080111000000,08.01.11.00.00.00,") فطر و فطر آذان الخشب (من أنواع اوريكوالريا) وفطر هالمي (من أنواع ترميال: وكمأ - Other vegetables; mixtures of vegetables : . تبند الفواكه والثمار المبردة بنفس بنود الفواكه والثمار الطازجة المماثلة-2 : إن الفواكه المجففة أو الثمار المجففة الواردة في هذا الفصل يمكن إعادة معالجتها بالماء جزئيا أو معالجتها لألغراض التالية-3 (a) For additional preservation or stabilisation (for example, by moderate heat treatment, sulphuring, the addition of sorbic acid or potassium sorbate), .) بمعالجتها بحرارة معتدلة أو بالكبرته أو بإضافة حامض السوربيك أو سوربات البوتاس،ً الحفظ أو التثبيت اإلضافي ( مثال- )(أ (b) To improve or maintain their appearance (for example, by the addition of vegetable oil or small quantitics of glucose syrup),provided that they retain the character of dried fruit or dried nuts. بإضافة زيت نباتي أو مقادير قليلة من شراب الجلوكوز) بشرط أن تحافظ على صفتها،ً تحسين أو المحافظة على شكلها ( مثال- )(ب .كفواكه أو ثمار مجففة ensure their provisional preservation during transport or storage prior to use (for example, by sulphur dioxide gas, in brine, in sulphur water or in other preservative solutions), provided they remain unsuitable for immediate consumption in that state. . على أن تبقى غير صالحة بحالتها هذه لالستهالك المباشر، )بغاز ثاني اوكسيد الكبريت أو في ماء مملح أو مكبرت أو غيرها من محاليل الحفظ فـئة الرسم اإلجراء DESCRIPTION الصنف Coconuts, Brazil nuts and cashew nuts, fresh or dried, whether or not shelled or peeled. بقشرها أو، طازجة أو جافة،)جوز الهند وجوز البرازيل وجوز الكاجو (لوز هندي .بدونه - Coconuts: - - Desiccated - - In the inner shell (endocarp) - - Other - Brazil nuts: - - In shell - - Shelled - Cashew nuts: - - In shell - - Shelled Other nuts, fresh or dried, whether or not shelled or peeled. - Almonds: : ) جوز الهند (نارجيل مجفف- بقشرته الداخلية- غيرها- : جوز البرازيل بقشره- مقشر- : ) جوز الكاجو (لوز هندي بقشره- مقشر- . بقشرها أو بدونه، طازجة أو جافة،ثمار قشرية أخر : لوز-",5%,,,
8,08.01,080112000000,08.01.12.00.00.00,,5%,,,
8,08.01,080119000000,08.01.19.00.00.00,,5%,,,
8,08.01,080121000000,08.01.21.00.00.00,,5%,,,
8,08.01,080122000000,08.01.22.00.00.00,,5%,,,
8,08.01,080131000000,08.01.31.00.00.00,,5%,,,
8,08.01,080132000000,08.01.32.00.00.00,,5%,,,
8,08.02,080261000000,08.02.61.00.00.00,"A A A B A A B A A B A A B A A B A A B A A B A A A A A B A A B A A B A A B A A B A A B A A A A A A A A B A A A A A B A A - - In shell - - Shelled - Hazelnuts or filberts (Corylus spp.): - - In shell - - Shelled - Walnuts: - - In shell - - Shelled - Chestnuts (Castanea spp.): - - In shell - - Shelled - Pistachios: - - In shell - - Shelled - Macadamia nuts - - In shell - - Shelled - Kola nuts (Cola spp.): - - - Cola Acuminata ( sterculia acuminata) - - - Other - Areca nuts - Other: -- Pine nuts, in shell -- Pine nuts, shelled -- Other: - - - Green seed (Banak) - - - Other: - - - - In shell - - - - Shelled Bananas, including plantains, fresh or dried. A A E A A E A A E A A E Protectionرسوم حماية Protectionرسوم حماية Protectionرسوم حماية Protectionرسوم حماية - plantains : Plantains fresh - Dates: - - - Fresh - - - Dried: - - - - Pressed A E Protectionرسوم حماية A A E Protectionرسوم حماية - - - - Dates dried Pressed stuffed with nuts E Protectionرسوم حماية - - - - Other D D A A D A A D A A D A A D A A D A A D A A D A A D A A D A A D - Figs: - - - Fresh - - - Dried - Pineapples - Avocados - Guavas, mangoes and mangosteens: - - - Guavas : Fresh Guava Guava, dried - - - Mangoes : Mango, fresh Mango, dried - - - Mangosteens : Fresh mangosteens Mangosteens, dried Citrus fruit, fresh or dried. - Oranges : Fresh Orange Orange, dried - Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids A A D -- Mandarins (including tangerines and satsumas) A A D A A D A A D A A D -- Clementines -- Other - Grapefruit and pomelos : Fresh grapefruit and pomelos Grapefruit and pomelos, dried",0%,,,
8,08.02,080262000000,08.02.62.00.00.00,,0%,,,
8,08.02,080270100000,08.02.70.10.00.00,,0%,,,
8,08.02,080270900000,08.02.70.90.00.00,,0%,,,
8,08.02,080280000000,08.02.80.00.00.00,,0%,,,
8,08.02,080291000000,08.02.91.00.00.00,,0%,,,
8,08.02,080292000000,08.02.92.00.00.00,,0%,,,
8,08.02,080299100000,08.02.99.10.00.00,,0%,,,
8,08.02,080299910000,08.02.99.91.00.00,,0%,,,
8,08.02,080299920000,08.02.99.92.00.00,,0%,,,
8,08.03,080310000001,08.03.10.00.00.01,. طازج أو مجفف، بما فيه موز البالنتان،موز : بالنتانبالنتان طازج,0%,,,
8,08.03,080390000002,08.03.90.00.00.02,,0%,,,
8,08.03,080251000000,08.02.51.00.00.00,A A,0%,,,
8,08.03,080252000000,08.02.52.00.00.00,,0%,,,
8,08.03,080241000000,08.02.41.00.00.00,غيرها من موز مجفف Protectionرسوم حماية A,20%,,,
8,08.03,080242000000,08.02.42.00.00.00,,20%,,,
8,08.03,080231000000,08.02.31.00.00.00,Other Dried E A,20%,,,
8,08.03,080232000000,08.02.32.00.00.00,,20%,,,
8,08.03,080310000002,08.03.10.00.00.02,,20%,,,
8,08.03,080221000000,08.02.21.00.00.00,A A,20%,,,
8,08.03,080222000000,08.02.22.00.00.00,,20%,,,
8,08.03,080211000000,08.02.11.00.00.00,بالنتان مجفف : غيرهغيرها من موز طازج A A,20%,,,
8,08.03,080212000000,08.02.12.00.00.00,,20%,,,
8,08.03,080390000001,08.03.90.00.00.01,"Plantains dried - Other : Other Bananas Fresh Dates, figs, pineapples, avocados, guavas, mangoes and mangosteens, fresh or dried. A بقشره- مقشر- : ) بندق ( من أنواع كوريلوس بقشره- مقشر- : جوز عادي بقشره- مقشر- : ) كستناء (من أنواع كستانيا بقشره- مقشر- : فستق حلبي بقشره- مقشر- - جوز المكاداميا: بقشره- مقشر- : ) جوز الكوال (من أنواع كوال ثمرة القورو- - غيرها- - جوز أريكا: غيرها صنوبر بقشرة- صنوبر مقشر- : غيره- ) الحبة الخضراء (البنك- - : غيرها- - بقشرة- - - مقشر- - - - - Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia):",20%,,,
8,08.04,080410100000,08.04.10.10.00.00,، و منجوستين،تمر وتين وأناناس و اوفوكادو (كمثرى أمريكي) و جوافه ومنجه . طازجة أو مجففة : تمر) طازج (رطب- - : مجفف- - مكنوز- - - -,20%,,,
8,08.04,080410210000,08.04.10.21.00.00,,20%,,,
8,08.04,080410220000,08.04.10.22.00.00,تمر محشو بالمكسرات- - - -,20%,,,
8,08.04,080410290000,08.04.10.29.00.00,غيرها- - - -,20%,,,
8,08.04,080420100000,08.04.20.10.00.00,: تين طازج- - مجفف- - أناناس أفوكادو: منجه و مانجوستين، جوافه: جوافة- - جوافة طازجة جوافة مجففة : منجه- - منجه طازجة منجه مجفف : منجوستين- - منجوستين طازجة منجوستين مجفف . طازجة أو مجففة،حمضيات : برتقالبرتقال طازج برتقال مجفف,20%,,,
8,08.04,080420200000,08.04.20.20.00.00,,20%,,,
8,08.04,080430000000,08.04.30.00.00.00,,20%,,,
8,08.04,080440000000,08.04.40.00.00.00,,20%,,,
8,08.04,080450100001,08.04.50.10.00.01,,20%,,,
8,08.04,080450100002,08.04.50.10.00.02,,20%,,,
8,08.04,080450200001,08.04.50.20.00.01,,20%,,,
8,08.04,080450200002,08.04.50.20.00.02,,20%,,,
8,08.04,080450300001,08.04.50.30.00.01,,20%,,,
8,08.04,080450300002,08.04.50.30.00.02,,20%,,,
8,08.05,080510000001,08.05.10.00.00.01,,20%,,,
8,08.05,080510000002,08.05.10.00.00.02,,20%,,,
8,08.05,080521000000,08.05.21.00.00.00,"ولكنج وغيرها، كلمنتينا،) يوسفي ""ماندرين"" (بما فيها التانجارين والساتسوما: من الحمضيات المهجنة ) يوسفى ""ماندرين"" ( بما فيها التانجارين والساتسوما- -",20%,,,
8,08.05,080522000000,08.05.22.00.00.00,كلمنتينا- غيرها- : ليمون هندي (جريب فروت) و بومليليمون هندي (جريب فروت) و بوملي طازج ليمون هندي (جريب فروت) وبوملي مجفف,20%,,,
8,08.05,080529000000,08.05.29.00.00.00,,20%,,,
8,08.05,080540000001,08.05.40.00.00.01,,20%,,,
8,08.05,080540000002,08.05.40.00.00.02,,20%,,,
8,08.05,080550100000,08.05.50.10.00.00,، ليم (سيتروس أورانتيفوليا،) سيتروس ليمونوم، ليمون حامض (سيتروس ليمون:)سيتروس التيفوليا A A D - - - Fresh طازج- - -,0%,,,
8,08.05,080550200000,08.05.50.20.00.00,A A E Protectionرسوم حماية - - - Dried : مجفف- - -,100%,,,
8,08.05,080590000000,08.05.90.00.00.00,A A D,0%,,,
8,08.06,080610000000,08.06.10.00.00.00,"A A D A A D غيرها. طازج أو مجفف،عنب طازج) مجفف (زبيب- A A D A A D A A D A A D A A D A A D A A D A A D A A D A A D A A D A A D A A D A A D - Other Grapes, fresh or dried. - Fresh - Dried Melons (including watermelons) and papaws (papayas), fresh. - Melons (including watermelons): - - Watermelons - - Other: - - - Melon (muskmelon) - - - Other - Papaws (papayas) Apples, pears and quinces, fresh. - Apples - Pears - Quinces Apricots, cherries, peaches (including nectarines), plums and sloes, fresh. - Apricots - Cherries: - - Sour cherries (Prunus cerasus) - - Other - Peaches, including nectarines - Plums and sloes Other fruit, fresh. - Strawberries - Raspberries, blackberries, mulberries and loganberries",0%,,,
8,08.06,080620000000,08.06.20.00.00.00,,0%,,,
8,08.07,080711000000,08.07.11.00.00.00,". طازج،بطيخ (بما فيه الشمام) وبابايا :) بطيخ (بما فيه الشمام بطيخ أخضر- : غيرها- ) بطيخ أصفر (شمام وقاوون- - غيرها- - بابايا. طازجة،تفاح وكمثرى وسفرجل تفاح كمثرى سفرجلمشمش وكرز أو برقوق أوخوخ (بما فيه الدراق األملس ""نيكتارين"") برقوق . طازجة،)وقراصية (خوخ شائك مشمش: كرز) كرز حامض (برونوس سيراسوس- غيرها- دراق بما فيه نيكتارين برقوق أو خوخ. طازجة،فواكه أخر ) توت األرض (فريز أو فراولة توت العليق وتوت عادي-",0%,,,
8,08.07,080719100000,08.07.19.10.00.00,,0%,,,
8,08.07,080719900000,08.07.19.90.00.00,,0%,,,
8,08.07,080720000000,08.07.20.00.00.00,,0%,,,
8,08.08,080810000000,08.08.10.00.00.00,,0%,,,
8,08.08,080830000000,08.08.30.00.00.00,,0%,,,
8,08.08,080840000000,08.08.40.00.00.00,,0%,,,
8,08.09,080910000000,08.09.10.00.00.00,,0%,,,
8,08.09,080921000000,08.09.21.00.00.00,,0%,,,
8,08.09,080929000000,08.09.29.00.00.00,,0%,,,
8,08.09,080930000000,08.09.30.00.00.00,,0%,,,
8,08.09,080940000000,08.09.40.00.00.00,,0%,,,
8,08.10,081010000000,08.10.10.00.00.00,,0%,,,
8,08.10,081020000000,08.10.20.00.00.00,,0%,,,
8,08.06,081050000000,08.10.50.00.00.00,"A A D A A D A A D A A D A A D A A D A A D A A D A A D B A A B A A B A A B A A B A A B A A B A A B A A B A A B A A B A A B A A B A A A A A - Black, white or red currants and gooseberries - Cranberries, bilberries and other fruits of the genus Vaccinium - Kiwifruit - Durians - Persimmons - Other: - - - Pomegranates - - - Medlar - - - Prickly pear - - - Other Fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweetening matter. - Strawberries - Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries - Other Fruit and nuts provisionally preserved, but unsuitable in that state for immediate consumption. - Cherries - Other Chapter. - Apricots - Prunes - Apples - Other fruit: - - - Cherries - - - Tamarind - - - Pears - - - Other - Mixtures of nuts or dried fruits of this Chapter Peel of citrus fruit or melons (including watermelons), fresh,frozen, dried or provisionally preserved in brine. in sulphur water or in other preservative solutions. فـئة الرسم A A D A A D A A D A A D A A D A A D A A D A A D A A D A A D B A A A A B A A B A A B A A B A A",5%,,,
8,08.06,081060000000,08.10.60.00.00.00,,5%,,,
8,08.06,081070000000,08.10.70.00.00.00,,5%,,,
8,08.06,081090100000,08.10.90.10.00.00,,5%,,,
8,08.06,081090200000,08.10.90.20.00.00,,5%,,,
8,08.06,081090300000,08.10.90.30.00.00,,5%,,,
8,08.06,081090900000,08.10.90.90.00.00,,5%,,,
8,08.11,081110000000,08.11.10.00.00.00,وإن، مجمدة،فواكه وثمار غير مطبوخة أو مطبوخة بالبخار أو مسلوقة بالماء .احتوت على سكر مضاف أو مواد تحلية أخر ) توت األرض (فريز أو فراولة-,5%,,,
8,08.11,081120000000,08.11.20.00.00.00,توت العليق وتوت عادي وكشمش أسود أو أبيض أو أحمر وعنب الثعلب-,5%,,,
8,08.11,081190000000,08.11.90.00.00.00,غيرها-,5%,,,
8,08.12,081210000000,08.12.10.00.00.00,.فواكه وثمار محفوظة مؤقتا ولكن غير صالحة بحالتها هذه لالستهالك المباشر كرز غيرها-,5%,,,
8,08.12,081290000000,08.12.90.00.00.00,,5%,,,
8,08.13,081310000000,08.13.10.00.00.00,.قشرية أو فواكه مجففة من األنواع المذكورة في هذا الفصل مشمش خوخ أو برقوق تفاح: فواكه أخر) كرز ( وشنة- - تمر هندي- - كمثرى- - غيرها- - مخاليط من أثمار قشرية أو فواكه مجففة من االنواع المذكورة في هذا الفصلقشور حمضيات أو قشور شمام (بما فيه البطيخ) طازجة أو مجمدة أو مجففة أو . محفوظة مؤقتا ً في ماء مالح أو كبريتي أو في محاليل حفظ أخر,5%,,,
8,08.13,081320000000,08.13.20.00.00.00,,5%,,,
8,08.13,081330000000,08.13.30.00.00.00,,5%,,,
8,08.13,081340100000,08.13.40.10.00.00,,5%,,,
8,08.13,081340200000,08.13.40.20.00.00,,5%,,,
8,08.13,081340300000,08.13.40.30.00.00,,5%,,,
8,08.13,081340900000,08.13.40.90.00.00,,5%,,,
8,08.13,081350000000,08.13.50.00.00.00,,5%,,,
8,08.13,081400000000,08.14.00.00.00.00,,5%,,,
8,12.11,081040000000,08.10.40.00.00.00,:مالحظـات . مخاليط من صنفين أو اكثر من األصناف الخاضعة لبند واحد تبقى داخلة في نفس البند- )(أ D B,5%,,,
8,12.11,081030000000,08.10.30.00.00.00,كيوي دوريان برسيمون: غيرها رمان- - ) ايكي دنيا (بشملة- - ) صبير (تين شوكي أو برشومي- - غيرها- - - Notes. (a) Mixtures of two or more of the products of the same heading are to be (b) Mixtures of two or more of the products of different headings are to be 2.- This Chapter does not cover Cubeb pepper ( Piper cubeba ) or other products of A A عنبيات وفواكه أخر من نوع فاكسينوم- الفصل التاسع بن وشاي ومته وبهارات وتوابل A A,5%,,,
9,12.11,090111000000,09.01.11.00.00.00,"Coffee, tea, mate and spices اإلجراء DESCRIPTION Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. B عنب ثعلب أسود أو أبيض أو أحمر وكشمش- - Coffee, not roasted: - - Not decaffeinated - - Decaffeinated - Coffee roasted: - - Not decaffeinated - - Decaffeinated - Other : وإن كان محمصا ً أو منزوعا ً منه الكافيين؛ قشور وغالالت بن؛ أبدال بن،بن .محتوية على بن بأية نسبة كانت : بن غير محمص غير منزوع منه الكافيين- منزوع منه الكافيين- : بن محمص غير منزوع منه الكافيين- منزوع منه الكافيين- : غيرها-",5%,,,
9,12.11,090112000000,09.01.12.00.00.00,,5%,,,
9,12.11,090121000000,09.01.21.00.00.00,,5%,,,
9,12.11,090122000000,09.01.22.00.00.00,,5%,,,
9,12.11,090190100000,09.01.90.10.00.00,قشور وغالالت بن محمصه أو غير محمصه- - -,5%,,,
9,12.11,090190200000,09.01.90.20.00.00,أبدال البن المحتوية على بن بأية نسبة كانت- - -,5%,,,
9,09.02,090210000000,09.02.10.00.00.00,"A A - - Cinnamon (Cinnamomum zeylanicum Blume) A A B A A B A A B A A - - Other - Crushed or ground Cloves (whole fruit, cloves and stems). - Neither crushed nor ground: - Crushed or ground Nutmeg, mace and cardamoms. - Nutmeg - - Neither crushed nor ground: - - Crushed or ground - Mace : A A A A A A P C I ممنوع إستيرادة PROHIBITED - - Neither crushed nor ground. P C I ممنوع إستيرادة PROHIBITED - - Crushed or ground - Cardamoms: - - - coffee substitutes containing coffee in any proportion Tea, whether or not flavoured. - Green tea (not fermented) in immediate packings of a content not exceeding 3 kg - Other green tea (not fermented) - Black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3 kg : - - - Tea bag not exceeding 3 g - - - Other - Other black tea (fermented) and other partly fermented tea Mate. Pepper of the genus Piper; dried or crushed or ground fruits of the genus Capsicum or of the genus Pimenta. - Pepper: - - Neither crushed nor ground - - Crushed or ground - Fruit of the genus Capsicum or of the genus Pimenta: - - Neither crushed nor ground: - - Crushed or ground Vanilla. - Neither crushed nor ground: - Crushed or ground Cinnamon and cinnamon-tree flowers. - Neither crushed nor ground: B - - - Coffee husks and skins roasted or not roasted B الصنف .ً وان كان منكها،شاي كيلوغرام3 شاي أخضر (غير مخمر) في عبوات مباشرة ال يزيد وزن محتواها عن-",5%,,,
9,09.02,090220000000,09.02.20.00.00.00,) غيرها من أنواع الشاي األخضر (غير مخمر-,5%,,,
9,09.02,090230100000,09.02.30.10.00.00,في عبوات مباشرة ال يزيد وزن، شاي أسود ( مخمر) وشاي مخمر جزئيا: كيلوغرام3 محتواها عن جرام3 شاي مغلف بأكياس صغيرة ال يزيد وزنها عن- - غيرها- - -,5%,,,
9,09.02,090230900000,09.02.30.90.00.00,,5%,,,
9,09.02,090240000000,09.02.40.00.00.00,ً شاي أسود أخر (مخمر) وشاي أخر مخمر جزئيا-,5%,,,
9,09.02,090300000000,09.03.00.00.00.00,.)مته (ماتيه,5%,,,
